,text,Label
12130,My Badoo is not working why...anytime i open it they say I'm offline meanwhile my WIFI is on or it doesn't support Wifi again...come to my aid please...this app is very good so please try to fixed the fault,"(Category tensor(1), tensor(1), tensor([0.0066, 0.9934]))"
12131,Good app,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
12132,Great,"(Category tensor(1), tensor(1), tensor([0.2377, 0.7623]))"
12133,Love it,"(Category tensor(1), tensor(1), tensor([0.2268, 0.7732]))"
12134,I like it,"(Category tensor(1), tensor(1), tensor([0.1768, 0.8232]))"
12135,"Cool as a passtime. . Why payment for Badoo premium in Nigeria naira was cancelled still baffled me. I have not been able to link up with those that like me for a long time now. I appreciate your beautiful response, but which other payment platform(s) allow for use of Nigeian naira.","(Category tensor(1), tensor(1), tensor([1.2193e-04, 9.9988e-01]))"
12136,Really good for having new friend in here,"(Category tensor(1), tensor(1), tensor([0.2679, 0.7321]))"
12137,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
12138,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
12139,"A cada 4 mulheres, 3 são trans. Se eu quisesse pegar homem eu instalava o Grindr. Criem uma seção só para trans. É extremamente irritante a quantidade de trans nesse app, eles dominaram.","(Category tensor(1), tensor(1), tensor([2.2556e-08, 1.0000e+00]))"
12140,I have always loved this app,"(Category tensor(1), tensor(1), tensor([0.0108, 0.9892]))"
12141,This app cannot hello for me I'm single no have partner for me 😢,"(Category tensor(1), tensor(1), tensor([0.0011, 0.9989]))"
12142,best app,"(Category tensor(1), tensor(1), tensor([0.1374, 0.8626]))"
12143,My account has been blocked reason i don't know why,"(Category tensor(1), tensor(1), tensor([0.1091, 0.8909]))"
12144,EVERYTHING in this app cost money. One of the worst dating apps ever. After the last update its ALL about money money money.,"(Category tensor(0), tensor(0), tensor([0.5985, 0.4015]))"
12145,Nice app,"(Category tensor(1), tensor(1), tensor([0.0818, 0.9182]))"
12146,Hit n miss,"(Category tensor(1), tensor(1), tensor([0.4824, 0.5176]))"
12147,Really sad to see how developers of the app push you into buying coins just so you can say hi to someone. Stay away from this app as far as you can. No wonder there are so many 0 star reviews. Owners of this app might as well start robbing ppl on streets with intentions of trying to make money out of you in a very nasty way and algorithm practices like this.,"(Category tensor(1), tensor(1), tensor([3.0233e-04, 9.9970e-01]))"
12148,"Worst app ever, it blocked by account after 24hrs with no proper reason","(Category tensor(1), tensor(1), tensor([0.0012, 0.9988]))"
12149,"I really enjoyed my staying here, i chatt with new friends, I so much appreciate this app","(Category tensor(1), tensor(1), tensor([0.1657, 0.8343]))"
12150,It's a scam this app I had taken the subscription it's didn't geting active in applications so please pay my money back,"(Category tensor(1), tensor(1), tensor([0.0512, 0.9488]))"
12151,A lot of fake 5* ratings. Google is doing poor job maintaining their own site.,"(Category tensor(1), tensor(1), tensor([0.0025, 0.9975]))"
12152,"I don't want relationship, i see this ads every day on YouTube, every day i dislike this ads and report it as irrelevant for me. Maybe 1 star will help","(Category tensor(1), tensor(1), tensor([0.0112, 0.9888]))"
12153,Good aplikasi,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
12154,It's good to be this side because we can meet our soulmate,"(Category tensor(1), tensor(1), tensor([0.0033, 0.9967]))"
12155,"Banned my account, but left it online to attract people to the app. Possibly illegal and an invasion of privacy","(Category tensor(1), tensor(1), tensor([1.6002e-04, 9.9984e-01]))"
12156,Very good site,"(Category tensor(1), tensor(1), tensor([0.0073, 0.9927]))"
12157,Bueno appilicion,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
12158,All online chat and no meet. Badoo is one of the best chatting platforms. For me the best thing about Badoo was an advertisement for 35% off my gas bill,"(Category tensor(1), tensor(1), tensor([0.0050, 0.9950]))"
12159,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
12160,"How can one app go from the worst to where it should be banned from the internet well just ask badoo developers. This app is the worst of the worst it wants you to pay for everything including if someone has seen your message to where they are selling your information to third parties for money. If your phone,computer and bank gets hacked into then look at your badoo it's open for information to the highest bidder. Will badoo admit this or even respond to complaints or emails NO they don't.","(Category tensor(1), tensor(1), tensor([0.0127, 0.9873]))"
12161,"They illegally banned me, but kept my profile online to boost the apps popularity Totally unethical and probably should be arrested for invasion of privacy","(Category tensor(1), tensor(1), tensor([4.2067e-05, 9.9996e-01]))"
12162,It's a very good app,"(Category tensor(1), tensor(1), tensor([0.0031, 0.9969]))"
12163,Super experience,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
12164,Faaaaaake,"(Category tensor(1), tensor(1), tensor([0.1141, 0.8859]))"
12165,Like an apothecary of bad boys... I wonder if anyone knows how to read and write.,"(Category tensor(1), tensor(1), tensor([0.0403, 0.9597]))"
12166,Dont trust the good rating those were bought. This app is garbage!,"(Category tensor(1), tensor(1), tensor([0.0017, 0.9983]))"
12167,"A lot of fake pictures and fake names so I don't recommend it,","(Category tensor(1), tensor(1), tensor([0.0261, 0.9739]))"
12168,Not sure,"(Category tensor(0), tensor(0), tensor([0.5619, 0.4381]))"
12169,Beautiful,"(Category tensor(1), tensor(1), tensor([0.3160, 0.6840]))"
12170,"in 2019 this is the best application but in 2020 my account was blocked until 5 accounts remained blocked for no reason, disappointed","(Category tensor(1), tensor(1), tensor([3.9724e-05, 9.9996e-01]))"
12171,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
12172,Lovly,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12173,Terrible for Dudes.,"(Category tensor(0), tensor(0), tensor([0.5584, 0.4416]))"
12174,"This app helps people to make friends,I had nice experience, I enjoyed every minute. Thank you 😊","(Category tensor(1), tensor(1), tensor([0.0213, 0.9787]))"
12175,It's cool,"(Category tensor(1), tensor(1), tensor([0.0150, 0.9850]))"
12176,Love,"(Category tensor(1), tensor(1), tensor([0.2224, 0.7776]))"
12177,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
12178,"i just like this app, and i am satisfied with it","(Category tensor(1), tensor(1), tensor([0.0042, 0.9958]))"
12179,why can't I pay with recharge card.,"(Category tensor(1), tensor(1), tensor([0.0054, 0.9946]))"
12180,"This ""pay to see who you matched with"" is hypocritical. I just want to match and talk with people, why can't I get just the bare minimum. Making people create profiles and not even being able to chat.","(Category tensor(1), tensor(1), tensor([0.0248, 0.9752]))"
12181,WHY I NEED TO PAY??!?!? BRO I JUST NEED FRIENDS,"(Category tensor(1), tensor(1), tensor([0.0023, 0.9977]))"
12182,It's been good I'm having fun,"(Category tensor(0), tensor(0), tensor([0.5284, 0.4716]))"
12183,Is good,"(Category tensor(1), tensor(1), tensor([0.2135, 0.7865]))"
12184,Cost money to do anything......POF is probably your best bet for something like this. Least with POF you can msg someone for free and get matches for free,"(Category tensor(1), tensor(1), tensor([0.0010, 0.9990]))"
12185,its ok,"(Category tensor(1), tensor(1), tensor([0.2840, 0.7160]))"
12186,"I like it, not the best system for learning out there but one of the best","(Category tensor(1), tensor(1), tensor([1.1806e-04, 9.9988e-01]))"
12187,"Do you like ads every 2 swipes? Ones that last at least 5 seconds before you can close it off? If so, this is the app for you!","(Category tensor(1), tensor(1), tensor([0.0039, 0.9961]))"
12188,Perfect,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12189,So nice App,"(Category tensor(1), tensor(1), tensor([0.2512, 0.7488]))"
12190,Gq,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12191,I really like this app got talk to lots people and meet people to,"(Category tensor(1), tensor(1), tensor([0.0164, 0.9836]))"
12192,Beautiful app,"(Category tensor(1), tensor(1), tensor([0.0870, 0.9130]))"
12193,I absolutely love the app however sometimes there are issues such as the day not registering so i have to either repeat/waste my gems on some freeze streak,"(Category tensor(1), tensor(1), tensor([0.0011, 0.9989]))"
12194,"Languages, i dont understand why they have a made up language from star trek, and GoT. I am wa*ting to see if you can add talalog.","(Category tensor(1), tensor(1), tensor([0.0030, 0.9970]))"
12195,The best,"(Category tensor(1), tensor(1), tensor([0.0730, 0.9270]))"
12196,"It was terrible decision to add hearts. There are a lot of people who not native English speakers, and it's twice as hard to write some sentence, AND when you restrict us with those hearts...well. Sayonara","(Category tensor(1), tensor(1), tensor([0.0230, 0.9770]))"
12197,"Such a great learning tool! I love that each part has several steps which takes you from discovering the word, to being able to write it yourself in a sentence. I would have never thought that I could spell entschuldigung 🤣","(Category tensor(1), tensor(1), tensor([3.6810e-04, 9.9963e-01]))"
12198,One thing that I do not like about this app is that there are not that much words(verbs). And they gets repeated insanely.,"(Category tensor(1), tensor(1), tensor([1.9299e-04, 9.9981e-01]))"
12199,I love u duolingo,"(Category tensor(1), tensor(1), tensor([0.0109, 0.9891]))"
12200,Very useful for learning new languages,"(Category tensor(1), tensor(1), tensor([0.0014, 0.9986]))"
12201,"Appealing, motivating","(Category tensor(1), tensor(1), tensor([0.1899, 0.8101]))"
12202,I love it... Still having trouble speaking but reading in this new language well...,"(Category tensor(1), tensor(1), tensor([0.0193, 0.9807]))"
12203,Duolingo is the best language learning app,"(Category tensor(1), tensor(1), tensor([3.9546e-05, 9.9996e-01]))"
12204,I really love this! learning Espanol and you managed to make it feel like a game!,"(Category tensor(1), tensor(1), tensor([0.0511, 0.9489]))"
12205,It is a big help so far.,"(Category tensor(1), tensor(1), tensor([0.0971, 0.9029]))"
12206,Very good.,"(Category tensor(1), tensor(1), tensor([0.0749, 0.9251]))"
12207,"I absolutely love this app, it's easy to use.","(Category tensor(1), tensor(1), tensor([0.0147, 0.9853]))"
12208,recommended,"(Category tensor(1), tensor(1), tensor([0.3091, 0.6909]))"
12209,"Can you give some extra lesson about russian words? I mean, i dont really familiar with the russian words","(Category tensor(1), tensor(1), tensor([2.4286e-04, 9.9976e-01]))"
12210,I love the game style learning. The only down side is the heart limits. Wish there was a way to earn free hearts to continue game play learning.,"(Category tensor(1), tensor(1), tensor([2.8406e-04, 9.9972e-01]))"
12211,Great,"(Category tensor(1), tensor(1), tensor([0.2377, 0.7623]))"
12212,Recent updates make the app to launch very slow not launch at all,"(Category tensor(1), tensor(1), tensor([0.0013, 0.9987]))"
12213,"Some courses are well made such as Spanish and Italian, but e.g. the Hebrew course isn't very good","(Category tensor(1), tensor(1), tensor([0.0015, 0.9985]))"
12214,"I'm very sorr. I'm editing my reviews since I've been using this app for more than a year now. It's clear to me that this app isn't an effective way to learn any language because the method its using is highly insufficient. It's good at the surface, but when you discovered the rest of the iceberg you'll notice the ups and downs on everything, same with this app. Did I recommend this app to anyone else? Depends, but most of the time I'd say...no. Yikes.","(Category tensor(1), tensor(1), tensor([0.0055, 0.9945]))"
12215,I'm actually learning Spanish,"(Category tensor(1), tensor(1), tensor([0.1689, 0.8311]))"
12216,Excelente aplicación,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
12217,Did find this app very good but now they have change to 5 hart system it impossible for me to use i have dyslexia so make to many mistakes don't think it is possible to use unless you pay wich unfortunately i am not able to do at moment,"(Category tensor(1), tensor(1), tensor([0.0024, 0.9976]))"
12218,This game is so good 👍👍👍,"(Category tensor(1), tensor(1), tensor([0.0130, 0.9870]))"
12219,Supar interesting geme for home work top geme good 🎮🎮😍😍😍😍😍😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😀😇🙏👼😚😍😘❤,"(Category tensor(1), tensor(1), tensor([4.2942e-08, 1.0000e+00]))"
12220,This is very helpful for my Italian learning! I highly recommend,"(Category tensor(1), tensor(1), tensor([0.0788, 0.9212]))"
12221,Adicted love it ! 😁,"(Category tensor(1), tensor(1), tensor([0.0067, 0.9933]))"
12222,"Top grossing app adding even more PAYWALLS, now they added a Heart system (like Candy Crush) which promotes you to check the tips so you don't make mistakes. Getting mistakes was the most important part for me to solidify my knowledge, since I disable the word choice bubbles and forced the writing method. EDIT: After many months, this garbage continues. I'd rather play all day on PC than 5 minutes on phone. Rubbish.","(Category tensor(1), tensor(1), tensor([0.1182, 0.8818]))"
12223,I like it very mich,"(Category tensor(1), tensor(1), tensor([0.0258, 0.9742]))"
12224,Best for learning new language !,"(Category tensor(1), tensor(1), tensor([0.0920, 0.9080]))"
12225,"Its a good app for beginers but also a good refsher for people who are a bit beyond the basics, the one critque that I have is the levels are very repetative wich can make learning a bit redundant but so far its okay.","(Category tensor(1), tensor(1), tensor([0.0016, 0.9984]))"
12226,Not bad,"(Category tensor(1), tensor(1), tensor([0.0216, 0.9784]))"
12227,"Would've given this 5 stars, but recently I can't get past the levels I'm at. It gives me a phrase to read and respond to but there's no way to respond to it or hear it or any ""continue"" button so I'm stuck. Everything else is great though and I feel like I've learned a lot.","(Category tensor(1), tensor(1), tensor([0.1024, 0.8976]))"
12228,I really liked this app,"(Category tensor(1), tensor(1), tensor([0.0216, 0.9784]))"
12229,This is the best to learning any language .This is the best app,"(Category tensor(1), tensor(1), tensor([5.0786e-05, 9.9995e-01]))"
12230,"You'll learn if you put in the work, time, and practice! Updated (3/19/21)... I can pretty much read Italian now! :)","(Category tensor(1), tensor(1), tensor([5.9062e-05, 9.9994e-01]))"
12231,Very easy to use.,"(Category tensor(1), tensor(1), tensor([0.0563, 0.9437]))"
12232,Love it,"(Category tensor(1), tensor(1), tensor([0.2268, 0.7732]))"
12233,"Really a very good language program. The ads are really annoying, but you have the option to pay to remove them. Hard to find anything not to love. Don't change a thing!","(Category tensor(1), tensor(1), tensor([0.0128, 0.9872]))"
12234,"I have used this app for nearly 10 days, it was working fine for a week and i loved it, but since last 2 days answers keep rejecting even though i have written the right answer, it's so annoying and highly disappointing. And i have also reported by clicking on the flag but glitch is not resolved yet. Desperately looking for a solution here as last resort. hope i get an update about this issue soon.","(Category tensor(1), tensor(1), tensor([0.0223, 0.9777]))"
12235,Learing a different language in very little time per day,"(Category tensor(1), tensor(1), tensor([3.3479e-04, 9.9967e-01]))"
12236,Best,"(Category tensor(1), tensor(1), tensor([0.1246, 0.8754]))"
12237,It's very helpful for learning,"(Category tensor(1), tensor(1), tensor([0.0095, 0.9905]))"
12238,Very helpful and enjoyable,"(Category tensor(1), tensor(1), tensor([0.0680, 0.9320]))"
12239,Great ap for beginnings in any language. Gently progresses you forward while consistely revisiting what you've learned. Helpful hints along the way. Don't forget to look for the underlined words if you need a memory boost.,"(Category tensor(1), tensor(1), tensor([3.1040e-04, 9.9969e-01]))"
12240,My son really loves it.and he is just 6year old and he is enjoying learning through this app I definitely give 5star the best app for learning 😍👏👏👏👏 Hat's off to you guys 👑⛑👒🎩,"(Category tensor(1), tensor(1), tensor([1.6783e-04, 9.9983e-01]))"
12241,One problem is that it sometimes doesn't ...,"(Category tensor(1), tensor(1), tensor([0.0072, 0.9928]))"
12242,Great app. Easy to use. Fun.,"(Category tensor(1), tensor(1), tensor([0.1271, 0.8729]))"
12243,It says free but you have to pay,"(Category tensor(1), tensor(1), tensor([0.0502, 0.9498]))"
12244,"I have been learning French for 4-5 months now since November 2020. I am at the vacation and school skill above checkpoint 2. I love using this app and learn the language. But I have been facing problems since 2 days now. The Read and Respond Questions are unanswerable and unskippable. I have 600 lingots so I can streak freeze for a month. But if this problem doesn't fix I would have to probably stop learning and in the worst case, delete this app. Plz help me fix the problem Duolingo Plz plz","(Category tensor(1), tensor(1), tensor([0.0066, 0.9934]))"
12245,Love it,"(Category tensor(1), tensor(1), tensor([0.2268, 0.7732]))"
12246,"4 stars only because there is no Serbian language, so it makes a little bit harder for learning other languages.","(Category tensor(1), tensor(1), tensor([7.0803e-04, 9.9929e-01]))"
12247,I like my daily lesson. Its s good habit,"(Category tensor(1), tensor(1), tensor([5.4343e-05, 9.9995e-01]))"
12248,Lovely app thanks for your help,"(Category tensor(1), tensor(1), tensor([0.0018, 0.9982]))"
12249,I love it,"(Category tensor(1), tensor(1), tensor([0.1718, 0.8282]))"
12250,Fun app I just started using it will update review once I've had more time with it,"(Category tensor(1), tensor(1), tensor([0.2542, 0.7458]))"
12251,"Love it! I'm learning french! I already have a french teacher, but she teaches real slow! So, my dad told me about this app and I use it everyday! I have learned a lot in the past 2 or 3 months, but to finish one whole course of a language because it teaches you every single detail about french! That is what I love!!!!! I 100% recommend it! Please install to learn a language! For kids especially!","(Category tensor(1), tensor(1), tensor([0.0023, 0.9977]))"
12252,I really love this app! I can learn EngLish everywhere! Thank you so much,"(Category tensor(1), tensor(1), tensor([6.7087e-04, 9.9933e-01]))"
12253,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
12254,Good app.,"(Category tensor(1), tensor(1), tensor([0.0981, 0.9019]))"
12255,Plz add Urdu....!!!,"(Category tensor(1), tensor(1), tensor([9.2949e-04, 9.9907e-01]))"
12256,"I never give any apps a '5 star'.U know why? Because this is the best app ever!No glitch, less ad, smooth and fancy graphic, and ITS FREE. You deserve to have 5 star! Your hardwork is really worth and nice to give free . If i got money i will donate u some but im still school. Good Job.","(Category tensor(1), tensor(1), tensor([0.0442, 0.9558]))"
12257,Nice interface it makes it fun to study. Builds up step by step and doesn't make it to hard so you don't lose willingness.,"(Category tensor(1), tensor(1), tensor([0.0057, 0.9943]))"
12258,Duolingo is perfect!😍,"(Category tensor(1), tensor(1), tensor([1.2823e-04, 9.9987e-01]))"
12259,"Great app. No freezing or anything in a few days of usage so far. Learning in various ways by listening, matching words on the screen, repeating audio (for pronunciation purpose) and visually. And it is friendly with various topics of interest. The free version has some advertising in between lessons, but it is tolerable. It is free, so it is fine. Paid version with no advertisement option is available.","(Category tensor(1), tensor(1), tensor([0.0016, 0.9984]))"
12260,"Love it, I'm learning Swedish but where is Urdu?? Pakistan's language urdu, where is It? Pakistan does exist then why isn't Urdu in Duolingo?","(Category tensor(1), tensor(1), tensor([0.0073, 0.9927]))"
12261,Good feeling,"(Category tensor(1), tensor(1), tensor([0.1893, 0.8107]))"
12262,Very wonderful I would personally say hundred stars,"(Category tensor(1), tensor(1), tensor([0.0675, 0.9325]))"
12263,Very good apps and nice,"(Category tensor(1), tensor(1), tensor([0.0023, 0.9977]))"
12264,It's so exciting and beneficial and fun and so simplified,"(Category tensor(1), tensor(1), tensor([8.0882e-04, 9.9919e-01]))"
12265,Its very nice app this is no 1 app for learning languages,"(Category tensor(1), tensor(1), tensor([1.3398e-04, 9.9987e-01]))"
12266,I've tried to learn French my entire life. it was never this easy and fun for me. Until Duolingo.,"(Category tensor(0), tensor(0), tensor([0.7520, 0.2480]))"
12267,I really love their method of teaching languages :),"(Category tensor(1), tensor(1), tensor([8.0177e-05, 9.9992e-01]))"
12268,He is more than wonderful,"(Category tensor(1), tensor(1), tensor([0.0493, 0.9507]))"
12269,Buenos,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12270,"If you have even a little interest in learning foreign languages, then this app is the best option for you. You can learn more than one language anytime anywhere....it also consumes very less internet....so guys just pull up your socks and start learning your favourite languages only on Duolingo.","(Category tensor(1), tensor(1), tensor([0.0038, 0.9962]))"
12271,"Been a user for quite sometime now and it has been an amazing experience so far.. However, there are some glitches. When I try to purchase streak freeze or anything from the store, it just hangs a lot without any result. Also, it should have the contact info of peers displayed if anyone voluntarily lists their contact info. And lastly, try and see if you can include some Indian languages too. That's be great!","(Category tensor(1), tensor(1), tensor([3.1922e-04, 9.9968e-01]))"
12272,Nice app for learning and speeking english,"(Category tensor(1), tensor(1), tensor([0.0235, 0.9765]))"
12273,"SPANISH OR VANISH but no joke, it's actually pretty helpful, I'm impressed:) now i can brag to my online friends that I'm not TOTALLY useless","(Category tensor(1), tensor(1), tensor([0.0048, 0.9952]))"
12274,I rate this app 1 star kuka is ma urdu nahi ha,"(Category tensor(1), tensor(1), tensor([2.8763e-07, 1.0000e+00]))"
12275,I can't hear some records,"(Category tensor(1), tensor(1), tensor([0.0869, 0.9131]))"
12276,Wrong to still be advertising it as Free.,"(Category tensor(0), tensor(0), tensor([0.7508, 0.2492]))"
12277,Great app to learn a new language. Es ist sehr gut,"(Category tensor(1), tensor(1), tensor([6.5517e-05, 9.9993e-01]))"
12278,I have just started with this and I don't want to pay money as think it would be too expensive but losing hearts and having to start again few hours later so unfair. I'm half way through lesson we should be able to see advert to get couple hearts to carry on.,"(Category tensor(1), tensor(1), tensor([0.1677, 0.8323]))"
12279,Really good and easy to use!!,"(Category tensor(1), tensor(1), tensor([0.0429, 0.9571]))"
12280,It's decent and better than a lot of other apps,"(Category tensor(1), tensor(1), tensor([0.0297, 0.9703]))"
12281,It's really good 👍,"(Category tensor(1), tensor(1), tensor([4.5262e-04, 9.9955e-01]))"
12282,👍,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
12283,Throws you into quizes immediately. Unclear as to what you're supposed to do.,"(Category tensor(1), tensor(1), tensor([0.0358, 0.9642]))"
12284,Super,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12285,This app makes learning new words/phrases easy.,"(Category tensor(1), tensor(1), tensor([4.7073e-04, 9.9953e-01]))"
12286,Dance 3 H Dada ku dekhne Dada 7%^,"(Category tensor(1), tensor(1), tensor([2.0651e-05, 9.9998e-01]))"
12287,This app is too much cool,"(Category tensor(1), tensor(1), tensor([0.0276, 0.9724]))"
12288,"I really enjoy using Duolingo to learn Spanish. There are some advantages to the paid version, but thus far I have been to cheap to upgrade.","(Category tensor(1), tensor(1), tensor([0.0123, 0.9877]))"
12289,Great app!,"(Category tensor(1), tensor(1), tensor([0.0155, 0.9845]))"
12290,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
12291,An excellent app ! A great service to investors and traders alike ! Very user friendly and helps you to keep updated with the latest stats of stocks and commodities ! Thanks !,"(Category tensor(1), tensor(1), tensor([0.0047, 0.9953]))"
12292,Awesome app...It's very helpful for me.,"(Category tensor(1), tensor(1), tensor([0.0046, 0.9954]))"
12293,Very good app,"(Category tensor(1), tensor(1), tensor([0.0073, 0.9927]))"
12294,Good aap,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
12295,"After being a paid member, I'm feeling that what I'm getting which is better than free membership? No, stock recommendation, no informational news which may be benefitting while trading. I really want to ask stock edge to add atleast next day recommendation on daily basis.","(Category tensor(1), tensor(1), tensor([5.8486e-04, 9.9942e-01]))"
12296,Very useful app,"(Category tensor(1), tensor(1), tensor([0.0151, 0.9849]))"
12297,not bad,"(Category tensor(1), tensor(1), tensor([0.0280, 0.9720]))"
12298,"Tata Capital loan app made the process very simple & manageable, Helpful in emergencies with low rate of interest. Thank u for providing such services.","(Category tensor(1), tensor(1), tensor([1.0063e-04, 9.9990e-01]))"
12299,"Highly recommended to all...very easy to use, great customer service, always help when there is need on money in an emergency.","(Category tensor(1), tensor(1), tensor([0.0727, 0.9273]))"
12300,Easy and fast service provided by Tata Capital loan app. Must try,"(Category tensor(1), tensor(1), tensor([0.2679, 0.7321]))"
12301,"एक नंबर का बकवास app है किसी काम का नही है ख़त्म app एकदम, इसको बेच कर मूँगफली खा लो और पूरे स्टाफ को खिलाना , इतना खतम app आजतक नही देखा लाइफ में👎👎😡😡😠😠😠","(Category tensor(1), tensor(1), tensor([2.0632e-10, 1.0000e+00]))"
12302,"Easy to use app and we can get personal loans in 24 hours with lowest interest and less documents required.Fantastic service which you doing, keep going, and do well","(Category tensor(1), tensor(1), tensor([7.0801e-04, 9.9929e-01]))"
12303,Highly impressed with their service.Great customer service.would definitely recommend in to other.A very good platform to use for solving your instant cash loan needs.,"(Category tensor(1), tensor(1), tensor([0.0047, 0.9953]))"
12304,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
12305,I m unable to login through this app..its just useless ..everytime i have to visit the site then login.....if there is any solution for my query then help me out,"(Category tensor(1), tensor(1), tensor([0.0076, 0.9924]))"
12306,User friendly,"(Category tensor(1), tensor(1), tensor([0.3200, 0.6800]))"
12307,"The most worest application. Staff also forced me for applying to a loan. All verifications completed with positive response, but they rejected n didn't give proper explanation. All fake people","(Category tensor(1), tensor(1), tensor([0.0066, 0.9934]))"
12308,Ful of fun,"(Category tensor(1), tensor(1), tensor([0.0322, 0.9678]))"
12309,Is trash,"(Category tensor(0), tensor(0), tensor([0.5492, 0.4508]))"
12310,I love this game thanks to gizzy gazza for making a slither.io movie sub to ☺️😉😉😉😉😉😉😉☺️🙂🐱😌😍😁😁😽😉🤠😺😅🤫,"(Category tensor(1), tensor(1), tensor([2.9163e-08, 1.0000e+00]))"
12311,i like it,"(Category tensor(1), tensor(1), tensor([0.1768, 0.8232]))"
12312,Super fun fun fun,"(Category tensor(1), tensor(1), tensor([3.9482e-04, 9.9961e-01]))"
12313,Nobody download this app it is the most horrible app I've ever seen,"(Category tensor(1), tensor(1), tensor([0.1017, 0.8983]))"
12314,It is good. I like it.,"(Category tensor(1), tensor(1), tensor([0.0993, 0.9007]))"
12315,Very nice games,"(Category tensor(1), tensor(1), tensor([0.0459, 0.9541]))"
12316,TRASH FAME ITS SO DEAD LOLLL,"(Category tensor(1), tensor(1), tensor([5.5941e-05, 9.9994e-01]))"
12317,Soooooooooooo good,"(Category tensor(1), tensor(1), tensor([0.0213, 0.9787]))"
12318,I like this,"(Category tensor(1), tensor(1), tensor([0.0910, 0.9090]))"
12319,I hate kinda its just so bad i dont like how u cant go into the red stuff,"(Category tensor(1), tensor(1), tensor([0.0748, 0.9252]))"
12320,This game is best for me,"(Category tensor(1), tensor(1), tensor([0.0444, 0.9556]))"
12321,When I played this game for the first time I was thinking that this game like any game but I recognize that (slither.io) is different and like competition and I love competition's games I WILL RATE IT WITH 5 STARS ★★★★★,"(Category tensor(1), tensor(1), tensor([0.0016, 0.9984]))"
12322,👌👌👌👌👌👌👌👌👌👌👌👌👌👌,"(Category tensor(1), tensor(1), tensor([0.1121, 0.8879]))"
12323,Noice game,"(Category tensor(1), tensor(1), tensor([0.3035, 0.6965]))"
12324,PARRH,"(Category tensor(1), tensor(1), tensor([0.1238, 0.8762]))"
12325,I like slither because I found the build the slither to create I always try is I only try green and pink. So I can play the game and I'm good at killing anybody I always go around anybody to kill them too. 😊,"(Category tensor(1), tensor(1), tensor([0.2445, 0.7555]))"
12326,This game is goooooooooooood well done. sorry that I put 4 stars instead of five stars.,"(Category tensor(1), tensor(1), tensor([0.0054, 0.9946]))"
12327,This game is nice,"(Category tensor(1), tensor(1), tensor([0.0161, 0.9839]))"
12328,this game is boiring,"(Category tensor(1), tensor(1), tensor([0.0276, 0.9724]))"
12329,NevER ENDING. YOLO AWSOME,"(Category tensor(1), tensor(1), tensor([0.0026, 0.9974]))"
12330,Great,"(Category tensor(1), tensor(1), tensor([0.2377, 0.7623]))"
12331,I don't like this game,"(Category tensor(1), tensor(1), tensor([0.0716, 0.9284]))"
12332,Very nice game,"(Category tensor(1), tensor(1), tensor([0.0244, 0.9756]))"
12333,It's so addictive and in bonus it's having online and an offline. I love it. Some times it's having ads but I love it so so so much,"(Category tensor(1), tensor(1), tensor([0.4119, 0.5881]))"
12334,I love the game but there is too much advertisement,"(Category tensor(1), tensor(1), tensor([7.2547e-04, 9.9927e-01]))"
12335,100 :D,"(Category tensor(1), tensor(1), tensor([0.0717, 0.9283]))"
12336,Nob game,"(Category tensor(1), tensor(1), tensor([0.3035, 0.6965]))"
12337,This is good game,"(Category tensor(1), tensor(1), tensor([0.0035, 0.9965]))"
12338,Bad game jk I love it 😍😍😍😍😍,"(Category tensor(1), tensor(1), tensor([0.0305, 0.9695]))"
12339,THE MOVEMENT IS ANNOYING,"(Category tensor(1), tensor(1), tensor([0.0087, 0.9913]))"
12340,Oh my God it is like so fun,"(Category tensor(1), tensor(1), tensor([0.0111, 0.9889]))"
12341,This game wass! so fun you can create your own skin even though I don't know if you don't want to download this please download this app♡♥,"(Category tensor(1), tensor(1), tensor([1.7645e-05, 9.9998e-01]))"
